#gene,Dmel,Dsec,Dsim
128up,FBgn0010339,FBgn0176208,FBgn0182597
Cyp9h1,FBgn0033775,FBgn0175217,FBgn0197091
Cypl,FBgn0035141,FBgn0169199,FBgn0196987
Cyt-b5-r,FBgn0000406,FBgn0172068,FBgn0193313
Cyt-c-p,FBgn0000409,FBgn0172108,FBgn0195430
D,FBgn0000411,FBgn0179418,FBgn0184354
D12,FBgn0027490,FBgn0167856,FBgn0193806
D19A,FBgn0022935,FBgn0168784,FBgn0184860
DAT,FBgn0034136,FBgn0174935,FBgn0196819
DIP1,FBgn0024807,FBgn0168462,FBgn0195997
DIP2,FBgn0024806,FBgn0169214,FBgn0197002
DJ-1alpha,FBgn0033885,FBgn0175127,FBgn0197012
DLP,FBgn0031820,FBgn0173537,FBgn0194796
DMAP1,FBgn0034537,FBgn0176905,FBgn0183272
DNA-ligI,FBgn0262619,FBgn0170974,FBgn0183545
DNApol-alpha180,FBgn0259113,FBgn0165943,FBgn0191451
DNApol-alpha50,FBgn0011762,FBgn0179908,FBgn0185776
DNApol-alpha60,FBgn0259676,FBgn0177097,FBgn0183935
DNApol-alpha73,FBgn0005696,FBgn0165329,FBgn0186858
DNApol-epsilon,FBgn0264326,FBgn0181352,FBgn0192467
DNApol-eta,FBgn0037141,FBgn0176975,FBgn0183818
DNApol-gamma35,FBgn0004407,FBgn0170002,FBgn0193450
DNApol-iota,FBgn0037554,FBgn0178573,FBgn0190044
DNaseII,FBgn0000477,FBgn0170191,FBgn0190699
DOR,FBgn0035542,FBgn0169579,FBgn0185540
Dad,FBgn0020493,FBgn0170122,FBgn0190641
Dak1,FBgn0028833,FBgn0165151,FBgn0189691
Damm,FBgn0033659,FBgn0175288,FBgn0197159
Dat,FBgn0019643,FBgn0173218,FBgn0187131
Dbi,FBgn0010387,FBgn0169743,FBgn0185691
Dbp45A,FBgn0010220,FBgn0175971,FBgn0182394
Dbp73D,FBgn0004556,FBgn0179233,FBgn0184176
Dcp-1,FBgn0010501,FBgn0170941,FBgn0183513
Dcp1,FBgn0034921,FBgn0170415,FBgn0196313
Dcp2,FBgn0036534,FBgn0179326,FBgn0184263
Dcr-2,FBgn0034246,FBgn0174855,FBgn0084576
Dd,FBgn0029067,FBgn0177498,FBgn0195768
Ddc,FBgn0000422,FBgn0171941,FBgn0016334
Ddx1,FBgn0015075,FBgn0177305,FBgn0186695
Deaf1,FBgn0013799,FBgn0174556,FBgn0186503
Def,FBgn0010385,FBgn0175439,FBgn0066167
Dek,FBgn0026533,FBgn0176608,FBgn0182976
Den1,FBgn0033716,FBgn0176243,FBgn0182622
Der-1,FBgn0031376,FBgn0171751,FBgn0194510
Der-2,FBgn0038438,FBgn0170344,FBgn0191758
Desi,FBgn0037832,FBgn0178760,FBgn0190228
Det,FBgn0264291,FBgn0170137,FBgn0190652
Df31,FBgn0022893,FBgn0171048,FBgn0193058
Dfd,FBgn0000439,FBgn0165860,FBgn0191381
Dg,FBgn0034072,FBgn0174977,FBgn0196857
Dgkepsilon,FBgn0020930,FBgn0176304,FBgn0182681
Dgp-1,FBgn0027836,FBgn0174807,FBgn0196706
Dh31,FBgn0032048,FBgn0167812,FBgn0193803
Dh31-R1,FBgn0052843,FBgn0175172,FBgn0197051
Dh44,FBgn0012344,FBgn0178689,FBgn0190156
Dh44-R1,FBgn0033932,FBgn0176421,FBgn0182810
Dh44-R2,FBgn0033744,FBgn0176278,FBgn0182656
Dhap-at,FBgn0040212,FBgn0165191,FBgn0189729
Dhc62B,FBgn0013811,FBgn0169098,FBgn0185153
Dhc93AB,FBgn0013812,FBgn0170034,FBgn0191501
Dhfr,FBgn0004087,FBgn0170083,FBgn0190613
Dhod,FBgn0000447,FBgn0181184,FBgn0192317
DhpD,FBgn0261436,FBgn0165669,FBgn0191188
Dhpr,FBgn0035964,FBgn0179981,FBgn0185843
Dic1,FBgn0027610,FBgn0178967,FBgn0190413
Dic2,FBgn0038797,FBgn0178058,FBgn0191545
Dic3,FBgn0033248,FBgn0175615,FBgn0181976
Dic4,FBgn0036808,FBgn0169845,FBgn0184062
Dic61B,FBgn0263988,FBgn0169227,FBgn0185250
Diedel,FBgn0039666,FBgn0167724,FBgn0192872
Dif,FBgn0011274,FBgn0172042,FBgn0067525
Dim1,FBgn0031601,FBgn0173378,FBgn0194671
Dip-B,FBgn0000454,FBgn0179000,FBgn0190445
Dip-C,FBgn0000455,FBgn0180868,FBgn0192038
Dip1,FBgn0040467,FBgn0168655,FBgn0188513
Dip2,FBgn0040466,FBgn0165636,FBgn0191156
Dip3,FBgn0040465,FBgn0176722,FBgn0183088
Dis3,FBgn0039183,FBgn0181441,FBgn0192544
Dl,FBgn0000463,FBgn0181765,FBgn0014814
Dlc90F,FBgn0024432,FBgn0170221,FBgn0190730
Dll,FBgn0000157,FBgn0166845,FBgn0183640
Dmn,FBgn0021825,FBgn0175952,FBgn0182375
Dms,FBgn0011581,FBgn0181443,FBgn0192546
DmsR-1,FBgn0035331,FBgn0169407,FBgn0185389
DnaJ-1,FBgn0263106,FBgn0066173,FBgn0066166
DnaJ-H,FBgn0032474,FBgn0180701,FBgn0193498
Dnz1,FBgn0027453,FBgn0166290,FBgn0193626
Doc1,FBgn0028789,FBgn0179974,FBgn0185837
Doc2,FBgn0035956,FBgn0179757,FBgn0184667
Doc3,FBgn0035954,FBgn0179973,FBgn0185836
Dok,FBgn0029944,FBgn0172422,FBgn0188425
DopEcR,FBgn0035538,FBgn0168909,FBgn0184982
DopR,FBgn0011582,FBgn0180730,FBgn0191916
Dot,FBgn0015663,FBgn0173331,FBgn0194633
Dp,FBgn0011763,FBgn0176335,FBgn0182715
Dp1,FBgn0027835,FBgn0176761,FBgn0183129
Dpck,FBgn0037469,FBgn0165875,FBgn0191392
Dph5,FBgn0024558,FBgn0178501,FBgn0189970
Dpit47,FBgn0033083,FBgn0175746,FBgn0182088
DppIII,FBgn0037580,FBgn0178593,FBgn0190061
Dpt,FBgn0004240,FBgn0176800,FBgn0183166
DptB,FBgn0034407,FBgn0176801,FBgn0183168
Dpy-30L1,FBgn0032293,FBgn0173630,FBgn0195103
Dpy-30L2,FBgn0035491,FBgn0168949,FBgn0185018
Dr,FBgn0000492,FBgn0167730,FBgn0192875
Dredd,FBgn0020381,FBgn0173933,FBgn0067524
Dref,FBgn0015664,FBgn0167010,FBgn0193723
Drep-1,FBgn0024732,FBgn0176210,FBgn0182599
Drep-2,FBgn0028408,FBgn0175996,FBgn0182416
Drep-3,FBgn0028407,FBgn0176211,FBgn0182601
Drep-4,FBgn0028406,FBgn0180541,FBgn0193487
Drip,FBgn0015872,FBgn0175308,FBgn0197179
Drl-2,FBgn0033791,FBgn0175198,FBgn0197074
Dro,FBgn0010388,FBgn0176446,FBgn0066165
Droj2,FBgn0038145,FBgn0178970,FBgn0190417
Drp1,FBgn0026479,FBgn0173118,FBgn0194213
Drs,FBgn0010381,FBgn0169490,FBgn0084867
Drsl1,FBgn0052274,FBgn0168984,FBgn0084346
Drsl5,FBgn0035434,FBgn0169483,FBgn0084845
Drsl6,FBgn0052268,FBgn0168983,FBgn0084090
Dscam,FBgn0033159,FBgn0175685,FBgn0182040
Dscam4,FBgn0263219,FBgn0179896,FBgn0185762
Dsk,FBgn0000500,FBgn0165673,FBgn0191192
Dsor1,FBgn0010269,FBgn0177284,FBgn0063994
Dup99B,FBgn0250832,FBgn0167166,FBgn0189236
Dyb,FBgn0033739,FBgn0176273,FBgn0182651
Dyrk3,FBgn0027101,FBgn0167935,FBgn0195743
E(Pc),FBgn0000581,FBgn0176175,FBgn0182564
E(spl)m2-BFM,FBgn0002592,FBgn0165156,FBgn0189694
E(spl)m3-HLH,FBgn0002609,FBgn0165248,FBgn0082736
E(spl)m4-BFM,FBgn0002629,FBgn0165155,FBgn0082720
E(spl)m5-HLH,FBgn0002631,FBgn0165154,FBgn0082735
E(spl)m6-BFM,FBgn0002632,FBgn0165249,FBgn0082719
E(spl)m7-HLH,FBgn0002633,FBgn0165250,FBgn0082734
E(spl)m8-HLH,FBgn0000591,FBgn0165252,FBgn0082740
E(spl)malpha-BFM,FBgn0002732,FBgn0165246,FBgn0082723
E(spl)mbeta-HLH,FBgn0002733,FBgn0165157,FBgn0082739
E(spl)mdelta-HLH,FBgn0002734,FBgn0165244,FBgn0082738
E(spl)mgamma-HLH,FBgn0002735,FBgn0165245,FBgn0082737
E(var)3-9,FBgn0260243,FBgn0181148,FBgn0027801
E(z),FBgn0000629,FBgn0179666,FBgn0184582
E23,FBgn0020445,FBgn0173060,FBgn0194158
E2f,FBgn0011766,FBgn0165945,FBgn0191453
E2f2,FBgn0024371,FBgn0178142,FBgn0193074
E5,FBgn0008646,FBgn0180757,FBgn0191941
ECSIT,FBgn0028436,FBgn0165797,FBgn0191323
ERR,FBgn0035849,FBgn0179823,FBgn0184734
ERp60,FBgn0033663,FBgn0175286,FBgn0083436
ETH,FBgn0028738,FBgn0166730,FBgn0196231
ETHR,FBgn0038874,FBgn0170001,FBgn0190911
Eaat1,FBgn0026439,FBgn0172338,FBgn0194974
Eaat2,FBgn0026438,FBgn0171560,FBgn0194337
Eaf,FBgn0033166,FBgn0175681,FBgn0182036
Eaf6,FBgn0035624,FBgn0168836,FBgn0184904
Eap,FBgn0035063,FBgn0166839,FBgn0183635
Eb1,FBgn0027066,FBgn0175779,FBgn0182194
EcR,FBgn0000546,FBgn0171395,FBgn0182106
Ect3,FBgn0260746,FBgn0178857,FBgn0190312
Ect4,FBgn0262579,FBgn0179873,FBgn0185742
Edc3,FBgn0036735,FBgn0179190,FBgn0184131
Edem1,FBgn0023511,FBgn0173839,FBgn0188018
Edem2,FBgn0032480,FBgn0165175,FBgn0195241
Edg78E,FBgn0000551,FBgn0177021,FBgn0183863
Edg84A,FBgn0000552,FBgn0165855,FBgn0191375
Edg91,FBgn0004554,FBgn0170274,FBgn0183463
Ef1alpha100E,FBgn0000557,FBgn0171361,FBgn0193023
Ef1beta,FBgn0028737,FBgn0176609,FBgn0182977
Ef1gamma,FBgn0029176,FBgn0167713,FBgn0192862
Ef2b,FBgn0000559,FBgn0171046,FBgn0193055
EfSec,FBgn0034627,FBgn0170638,FBgn0196511
Efa6,FBgn0051158,FBgn0181301,FBgn0192422
Efhc1.1,FBgn0030691,FBgn0177397,FBgn0187438
Efhc1.2,FBgn0034487,FBgn0082778,FBgn0082757
Efr,FBgn0029849,FBgn0167404,FBgn0188373
Egfr,FBgn0003731,FBgn0170758,FBgn0183342
Eh,FBgn0000564,FBgn0025057,FBgn0025037
Ehbp1,FBgn0034180,FBgn0174898,FBgn0196793
Eig71Eb,FBgn0004589,FBgn0180406,FBgn0186242
Eig71Ec,FBgn0004590,FBgn0179336,FBgn0184275
Eig71Ed,FBgn0004591,FBgn0180407,FBgn0186243
Eig71Ee,FBgn0004592,FBgn0179335,FBgn0184274
Eig71Ef,FBgn0004593,FBgn0179334,FBgn0184273
Eig71Eg,FBgn0004594,FBgn0180408,FBgn0186244
Eig71Ej,FBgn0014850,FBgn0179333,FBgn0184271
Eig71Ek,FBgn0014851,FBgn0180409,FBgn0186246
Eip55E,FBgn0000566,FBgn0176781,FBgn0183149
Eip63E,FBgn0005640,FBgn0169501,FBgn0185473
Eip63F-1,FBgn0004910,FBgn0168959,FBgn0185030
Eip63F-2,FBgn0004911,FBgn0174266,FBgn0185489
Eip71CD,FBgn0000565,FBgn0180391,FBgn0186230
Eip74EF,FBgn0000567,FBgn0179186,FBgn0184127
Eip78C,FBgn0004865,FBgn0177221,FBgn0186617
Eip93F,FBgn0264490,FBgn0181244,FBgn0192370
Elf,FBgn0020443,FBgn0181677,FBgn0195209
Elo68alpha,FBgn0052072,FBgn0179637,FBgn0184551
Elo68beta,FBgn0036128,FBgn0179638,FBgn0184552
EloA,FBgn0039066,FBgn0181347,FBgn0192463
Elongin-B,FBgn0023212,FBgn0178049,FBgn0191536
Elongin-C,FBgn0023211,FBgn0174715,FBgn0196618
Elp1,FBgn0037926,FBgn0178830,FBgn0190946
Elp2,FBgn0033540,FBgn0176107,FBgn0182512
Elp3,FBgn0031604,FBgn0173381,FBgn0194674
EndoGI,FBgn0028515,FBgn0173564,FBgn0195402
Eno,FBgn0000579,FBgn0171510,FBgn0194293
Ent1,FBgn0031250,FBgn0171586,FBgn0194355
Ent2,FBgn0263916,FBgn0171095,FBgn0194803
Ent3,FBgn0036319,FBgn0180235,FBgn0186094
Eo,FBgn0030597,FBgn0166958,FBgn0193659
Eogt,FBgn0264672,FBgn0173244,FBgn0194542
Eps-15,FBgn0035060,FBgn0166738,FBgn0196236
Ercc1,FBgn0028434,FBgn0176455,FBgn0182837
Es2,FBgn0023506,FBgn0176463,FBgn0188480
Esp,FBgn0013953,FBgn0181486,FBgn0192588
Est-6,FBgn0000592,FBgn0023645,FBgn0012832
Est-P,FBgn0000594,FBgn0023643,FBgn0068661
Est-Q,FBgn0037090,FBgn0177244,FBgn0186637
Esyt2,FBgn0039208,FBgn0181463,FBgn0192563
Etf-QO,FBgn0033465,FBgn0176049,FBgn0182465
Etl1,FBgn0032157,FBgn0167110,FBgn0193734
Ets96B,FBgn0039225,FBgn0181480,FBgn0192582
Ets97D,FBgn0004510,FBgn0165107,FBgn0189653
Ets98B,FBgn0005659,FBgn0171272,FBgn0192788
Evi5,FBgn0262740,FBgn0168000,FBgn0187634
Ext2,FBgn0029175,FBgn0174973,FBgn0196853
FANCI,FBgn0033354,FBgn0175532,FBgn0181899
FBX011,FBgn0037760,FBgn0181063,FBgn0192221
FK506-bp1,FBgn0013269,FBgn0180640,FBgn0191835
FK506-bp2,FBgn0013954,FBgn0176822,FBgn0183191
FKBP59,FBgn0029174,FBgn0172620,FBgn0195009
FLASH,FBgn0033806,FBgn0176331,FBgn0182712
FR,FBgn0035385,FBgn0169443,FBgn0185424
Faa,FBgn0016013,FBgn0168947,FBgn0185016
Fad2,FBgn0029172,FBgn0180098,FBgn0185956
Faf,FBgn0025608,FBgn0171979,FBgn0193233
Fak,FBgn0020440,FBgn0174716,FBgn0196619
Fancd2,FBgn0038827,FBgn0178028,FBgn0191516
Fancl,FBgn0037781,FBgn0181045,FBgn0192205
Fas2,FBgn0000635,FBgn0167637,FBgn0083435
Fas3,FBgn0000636,FBgn0172185,FBgn0195494
Fatp,FBgn0021953,FBgn0166551,FBgn0193654
Fbp1,FBgn0000639,FBgn0179421,FBgn0184358
Fbp2,FBgn0000640,FBgn0172359,FBgn0024781
Fbw5,FBgn0031773,FBgn0172870,FBgn0194002
Fbxl4,FBgn0030555,FBgn0172470,FBgn0187511
Fcp1,FBgn0035026,FBgn0166761,FBgn0196255
Fcp3C,FBgn0000644,FBgn0173747,FBgn0187964
Fdh,FBgn0011768,FBgn0180995,FBgn0192160
Fdxh,FBgn0011769,FBgn0179745,FBgn0184660
Fem-1,FBgn0034542,FBgn0174666,FBgn0196569
Femcoat,FBgn0041252,FBgn0167635,FBgn0187934
Fen1,FBgn0025832,FBgn0174911,FBgn0196803
Fer1,FBgn0037475,FBgn0165881,FBgn0191398
Fer1HCH,FBgn0015222,FBgn0167103,FBgn0188726
Fer2,FBgn0038402,FBgn0180585,FBgn0191781
Fer2LCH,FBgn0015221,FBgn0167808,FBgn0192940
Fer3,FBgn0037937,FBgn0180933,FBgn0192107
Fer3HCH,FBgn0030449,FBgn0166459,FBgn0187558
Fib,FBgn0003062,FBgn0170505,FBgn0196397
Fibp,FBgn0036911,FBgn0171006,FBgn0183981
Fic,FBgn0263278,FBgn0173535,FBgn0194794
Fie,FBgn0026592,FBgn0169516,FBgn0189175
Fim,FBgn0024238,FBgn0168253,FBgn0187342
Fip1,FBgn0037255,FBgn0165707,FBgn0191226
Fis1,FBgn0039969,FBgn0171421,FBgn0182128
Fit1,FBgn0035498,FBgn0169545,FBgn0185511
Fit2,FBgn0036688,FBgn0180538,FBgn0186364
Fkbp13,FBgn0010470,FBgn0170635,FBgn0196509
Flo-1,FBgn0024754,FBgn0175016,FBgn0196896
Flo-2,FBgn0264078,FBgn0166990,FBgn0068599
Fmo-2,FBgn0033079,FBgn0175748,FBgn0182091
Fmr1,FBgn0028734,FBgn0181042,FBgn0192201
Fmrf,FBgn0000715,FBgn0176048,FBgn0182464
Fpps,FBgn0025373,FBgn0175329,FBgn0197193
Fps85D,FBgn0000723,FBgn0181121,FBgn0192266
Frq2,FBgn0083228,FBgn0177755,FBgn0196014
Fs,FBgn0259878,FBgn0175033,FBgn0196915
Fsn,FBgn0043010,FBgn0175180,FBgn0197059
FucT6,FBgn0030327,FBgn0167984,FBgn0187626
FucTA,FBgn0036485,FBgn0180370,FBgn0186210
FucTB,FBgn0032117,FBgn0167400,FBgn0193763
FucTD,FBgn0035217,FBgn0169334,FBgn0192072
Fuca,FBgn0036169,FBgn0179609,FBgn0260406
G-ialpha65A,FBgn0001104,FBgn0168731,FBgn0184821
G-oalpha47A,FBgn0001122,FBgn0176100,FBgn0182506
G-salpha60A,FBgn0001123,FBgn0170982,FBgn0183551
G9a,FBgn0040372,FBgn0173954,FBgn0085960
GABA-B-R2,FBgn0027575,FBgn0178562,FBgn0190029
GABA-B-R3,FBgn0031275,FBgn0171673,FBgn0194433
GABPI,FBgn0031495,FBgn0173296,FBgn0194590
GAPsec,FBgn0035916,FBgn0179787,FBgn0184696
GATAd,FBgn0032223,FBgn0173077,FBgn0195055
GATAe,FBgn0038391,FBgn0179140,FBgn0190573
GC,FBgn0035245,FBgn0169123,FBgn0185174
GEFmeso,FBgn0050115,FBgn0174786,FBgn0196682
GIIIspla2,FBgn0030013,FBgn0166178,FBgn0196088
GLaz,FBgn0033799,FBgn0175192,FBgn0190132
GM130,FBgn0034697,FBgn0170578,FBgn0196455
GNBP1,FBgn0040323,FBgn0169905,FBgn0067523
GNBP2,FBgn0040322,FBgn0169849,FBgn0184066
GNBP3,FBgn0040321,FBgn0179963,FBgn0185827
GRHR,FBgn0025595,FBgn0168865,FBgn0193950
GRHRII,FBgn0036278,FBgn0179527,FBgn0184454
GV1,FBgn0027790,FBgn0169375,FBgn0185360
GXIVsPLA2,FBgn0036545,FBgn0180419,FBgn0186257
Gad1,FBgn0004516,FBgn0168946,FBgn0185014
Gadd34,FBgn0034948,FBgn0170402,FBgn0196300
Gadd45,FBgn0033153,FBgn0175823,FBgn0187006
GalNAc-T1,FBgn0034025,FBgn0176500,FBgn0182877
GalNAc-T2,FBgn0030930,FBgn0177677,FBgn0187293
Gale,FBgn0035147,FBgn0169274,FBgn0185273
Galk,FBgn0263199,FBgn0179761,FBgn0184673
Galpha49B,FBgn0004435,FBgn0176289,FBgn0182667
Galpha73B,FBgn0010223,FBgn0179241,FBgn0184181
Galt,FBgn0263200,FBgn0168941,FBgn0193957
Gap1,FBgn0004390,FBgn0179697,FBgn0184612
Gap69C,FBgn0020655,FBgn0179521,FBgn0184449
GapcenA,FBgn0035879,FBgn0179909,FBgn0185777
Gas41,FBgn0031873,FBgn0168651,FBgn0193928
Gas8,FBgn0029667,FBgn0167657,FBgn0187950
Gasp,FBgn0026077,FBgn0165515,FBgn0191056
Gbeta13F,FBgn0001105,FBgn0177461,FBgn0188810
Gbeta5,FBgn0030011,FBgn0166150,FBgn0187761
Gbeta76C,FBgn0004623,FBgn0174533,FBgn0186496
Gbp,FBgn0034199,FBgn0176640,FBgn0183003
Gbs-76A,FBgn0036862,FBgn0169802,FBgn0184024
Gclc,FBgn0040319,FBgn0166156,FBgn0187765
Gclm,FBgn0046114,FBgn0178495,FBgn0189964
Gcn2,FBgn0019990,FBgn0167873,FBgn0193001
Gdh,FBgn0001098,FBgn0178391,FBgn0189864
Gdi,FBgn0004868,FBgn0167378,FBgn0193761
Ge-1,FBgn0032340,FBgn0166105,FBgn0193605
Gel,FBgn0010225,FBgn0165682,FBgn0046913
Gem2,FBgn0036850,FBgn0169813,FBgn0184036
Gem3,FBgn0011802,FBgn0179672,FBgn0184586
Gen,FBgn0263831,FBgn0168858,FBgn0184929
Gfat2,FBgn0039580,FBgn0171212,FBgn0189578
Gfr,FBgn0037567,FBgn0181209,FBgn0192338
Ggamma1,FBgn0004921,FBgn0175955,FBgn0182378
Ggamma30A,FBgn0028433,FBgn0172329,FBgn0194970
Ggt-1,FBgn0030932,FBgn0177673,FBgn0188103
Gie,FBgn0037551,FBgn0178570,FBgn0190038
Gint3,FBgn0034372,FBgn0174775,FBgn0196669
Gip,FBgn0011770,FBgn0166266,FBgn0183756
Girdin,FBgn0035411,FBgn0169464,FBgn0185441
Git,FBgn0033539,FBgn0175383,FBgn0197241
Gk,FBgn0035266,FBgn0169364,FBgn0185351
Gl,FBgn0001108,FBgn0180293,FBgn0186144
GlcAT-P,FBgn0036144,FBgn0179629,FBgn0184541
GlcAT-S,FBgn0032135,FBgn0172499,FBgn0194996
GlcT-1,FBgn0067102,FBgn0170795,FBgn0183382
Gld2,FBgn0038934,FBgn0181261,FBgn0192385
Glg1,FBgn0264561,FBgn0177006,FBgn0183850
Gli,FBgn0001987,FBgn0169136,FBgn0193357
Glt,FBgn0001114,FBgn0172009,FBgn0194936
Glu-RI,FBgn0004619,FBgn0169714,FBgn0185661
Glu-RIB,FBgn0264000,FBgn0179987,FBgn0185850
GluClalpha,FBgn0024963,FBgn0181710,FBgn0190812
GluRIIC,FBgn0046113,FBgn0171693,FBgn0194451
Glut3,FBgn0015230,FBgn0170104,FBgn0190626
GlyP,FBgn0004507,FBgn0178572,FBgn0194522
Glycogenin,FBgn0034603,FBgn0170735,FBgn0183318
Gmap,FBgn0027287,FBgn0174476,FBgn0188778
Gmd,FBgn0031661,FBgn0172959,FBgn0194069
Gmer,FBgn0034794,FBgn0170520,FBgn0196410
Gnf1,FBgn0004913,FBgn0165728,FBgn0191242
Golgin84,FBgn0039188,FBgn0178359,FBgn0189830
Gos28,FBgn0044871,FBgn0172785,FBgn0190743
Got1,FBgn0001124,FBgn0176544,FBgn0182919
Gp150,FBgn0013272,FBgn0170815,FBgn0183398
Gp93,FBgn0039562,FBgn0171280,FBgn0192796
Gpo-1,FBgn0022160,FBgn0174999,FBgn0196879
Gprk2,FBgn0261988,FBgn0167874,FBgn0193003
Gr10a,FBgn0045502,FBgn0168003,FBgn0187636
Gr10b,FBgn0030297,FBgn0168004,FBgn0187637
Gr21a,FBgn0041250,FBgn0171677,FBgn0194435
Gr22f,FBgn0041249,FBgn0171507,FBgn0194289
Gr23a,FBgn0041248,FBgn0173263,FBgn0194560
Gr28a,FBgn0041247,FBgn0168486,FBgn0193895
Gr28b,FBgn0045495,FBgn0168482,FBgn0193894
Gr2a,FBgn0265139,FBgn0174042,FBgn0188164
Gr32a,FBgn0041246,FBgn0173810,FBgn0195135
Gr33a,FBgn0032416,FBgn0181600,FBgn0195194
Gr36a,FBgn0045487,FBgn0172137,FBgn0195457
Gr36c,FBgn0045485,FBgn0172138,FBgn0195459
Gr39a,FBgn0264556,FBgn0178274,FBgn0195662
Gr43a,FBgn0041243,FBgn0175683,FBgn0182038
Gr47a,FBgn0041242,FBgn0176093,FBgn0182501
Gr47b,FBgn0041241,FBgn0176166,FBgn0187062
Gr57a,FBgn0041240,FBgn0174664,FBgn0196567
Gr58a,FBgn0041239,FBgn0170792,FBgn0183380
Gr58b,FBgn0041238,FBgn0170592,FBgn0196468
Gr59a,FBgn0045483,FBgn0170901,FBgn0183477
Gr59c,FBgn0041235,FBgn0170499,FBgn0196392
Gr59f,FBgn0041234,FBgn0170938,FBgn0183511
Gr5a,FBgn0003747,FBgn0167362,FBgn0188330
Gr61a,FBgn0035167,FBgn0169283,FBgn0185286
Gr63a,FBgn0035468,FBgn0168964,FBgn0189152
Gr64a,FBgn0045479,FBgn0169530,FBgn0185499
Gr64d,FBgn0035486,FBgn0169534,FBgn0185502
Gr64e,FBgn0045476,FBgn0169535,FBgn0263991
Gr64f,FBgn0052255,FBgn0169536,FBgn0185504
Gr66a,FBgn0035870,FBgn0179813,FBgn0184725
Gr68a,FBgn0041231,FBgn0180156,FBgn0186012
Gr77a,FBgn0045474,FBgn0177064,FBgn0183906
Gr85a,FBgn0045473,FBgn0181054,FBgn0192212
Gr89a,FBgn0038440,FBgn0170342,FBgn0191757
Gr8a,FBgn0030108,FBgn0177263,FBgn0188523
Gr92a,FBgn0045471,FBgn0177966,FBgn0190842
Gr93a,FBgn0041229,FBgn0181229,FBgn0192358
Gr93c,FBgn0045469,FBgn0178554,FBgn0190022
Gr94a,FBgn0041225,FBgn0181334,FBgn0192450
Gr97a,FBgn0041224,FBgn0165104,FBgn0189650
Gr98a,FBgn0039520,FBgn0165344,FBgn0192774
Gr98b,FBgn0046887,FBgn0165347,FBgn0192776
Gr9a,FBgn0052693,FBgn0166348,FBgn0188549
Graf,FBgn0030685,FBgn0177399,FBgn0195833
Grasp65,FBgn0036919,FBgn0174590,FBgn0186512
Grd,FBgn0001134,FBgn0180577,FBgn0186404
Grip,FBgn0029830,FBgn0167395,FBgn0188362
Grip163,FBgn0026432,FBgn0179548,FBgn0184482
Grip71,FBgn0032705,FBgn0172200,FBgn0195508
Grip75,FBgn0026431,FBgn0173387,FBgn0195086
Grip84,FBgn0026430,FBgn0177606,FBgn0187241
Grp,FBgn0036627,FBgn0180492,FBgn0186319
Grx-1,FBgn0034658,FBgn0170779,FBgn0183365
Gs1,FBgn0001142,FBgn0171629,FBgn0194394
Gs1l,FBgn0019982,FBgn0172996,FBgn0194104
Gs2,FBgn0001145,FBgn0168010,FBgn0188597
GstD1,FBgn0001149,FBgn0012785,FBgn0012838
GstD10,FBgn0042206,FBgn0180877,FBgn0192046
GstD11,FBgn0038029,FBgn0178887,FBgn0190338
GstD3,FBgn0010039,FBgn0178882,FBgn0190332
GstD7,FBgn0010043,FBgn0178885,FBgn0190336
GstD8,FBgn0010044,FBgn0178886,FBgn0190337
GstD9,FBgn0038020,FBgn0180876,FBgn0192045
GstE1,FBgn0034335,FBgn0176751,FBgn0183119
GstE10,FBgn0063499,FBgn0174794,FBgn0196690
GstE11,FBgn0034354,FBgn0176768,FBgn0183137
GstE12,FBgn0027590,FBgn0166739,FBgn0196237
GstE13,FBgn0033381,FBgn0175979,FBgn0182400
GstE14,FBgn0033817,FBgn0176338,FBgn0182718
GstE2,FBgn0063498,FBgn0176752,FBgn0183121
GstE3,FBgn0063497,FBgn0176753,FBgn0183120
GstE4,FBgn0063496,FBgn0176756,FBgn0183122
GstE7,FBgn0063493,FBgn0176758,FBgn0183125
GstE8,FBgn0063492,FBgn0176759,FBgn0183126
GstE9,FBgn0063491,FBgn0176760,FBgn0183127
GstO1,FBgn0035907,FBgn0179792,FBgn0184702
GstO2,FBgn0035906,FBgn0179793,FBgn0184703
GstO3,FBgn0035904,FBgn0179922,FBgn0185791
GstS1,FBgn0010226,FBgn0174890,FBgn0196786
GstT1,FBgn0050000,FBgn0176023,FBgn0182439
GstT2,FBgn0050005,FBgn0176024,FBgn0182440
GstT4,FBgn0030484,FBgn0166576,FBgn0188696
GstZ1,FBgn0037696,FBgn0181112,FBgn0192259
GstZ2,FBgn0037697,FBgn0181111,FBgn0192258
Gug,FBgn0010825,FBgn0179917,FBgn0185787
Gyc-89Da,FBgn0038435,FBgn0170081,FBgn0190611
Gyc-89Db,FBgn0038436,FBgn0170082,FBgn0190612
Gyc76C,FBgn0261688,FBgn0171383,FBgn0183988
Gyc88E,FBgn0038295,FBgn0179064,FBgn0190499
Gycalpha99B,FBgn0013972,FBgn0167740,FBgn0192884
Gycbeta100B,FBgn0013973,FBgn0167854,FBgn0192986
Gyk,FBgn0025592,FBgn0169221,FBgn0185245
H,FBgn0001169,FBgn0177993,FBgn0190865
H2.0,FBgn0001170,FBgn0172881,FBgn0194011
HBS1,FBgn0042712,FBgn0169086,FBgn0185144
HGTX,FBgn0040318,FBgn0179403,FBgn0184341
